name,brand,category,dimensions,description,image_url,galeria_urls,file_2d_url,file_3d_url
Mesa de Jantar Ava,Estúdio LL2 A partir de: R$32,Mesa de Jantar,"140Øx076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Ava conta com um design contemporâneo, marcado por linhas retas e proporções equilibradas","A mesa de jantar Ava conta com um design contemporâneo, marcado por linhas retas e proporções equilibradas. Com base composta por cilindros de madeira maciça, seu desenho evoca robustez e presença escultórica, contrastando com a leveza visual de seu tampo arredondado. A estrutura é reforçada por travessas metálicas discretas, que conferem estabilidade e sofisticação. A Ava pode ser configurada em diferentes tamanhos e materiais, adaptando-se com naturalidade a variados estilos de interiores.",https://folioliving.com.br/assets/uploads/2023/12/10-2-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/12/14-4.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/8-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/3-10-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/1-24-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/15-8-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/2-10-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/e8528ec2-4549-4f46-8b8c-80702b963605/Mesa-de-Jantar-Ava
Mesa de Centro Round II,Lab,Mesa de Centro,"080Øx030H *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Round conta com um design contemporâneo, marcado por linhas retas minimalistas","A mesa de centro Round conta com um design contemporâneo, marcado por linhas retas minimalistas. Com seu tampo circular generoso e base cilíndrica contínua, a peça oferece uma presença sólida e elegante ao ambiente. O formato limpo e monolítico revela um desenho puro, que valoriza os materiais e suas texturas naturais. Com diferentes tonalidades de madeira, do claro ao escuro, a Round traz calor e versatilidade, podendo compor diversos estilos de interiores. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/04/24-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/04/4-13-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/9-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/5-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/10-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/7-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/6-8-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/2-13-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/1-25-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/26-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/25-scaled.jpg""]",https://www.dropbox.com/scl/fi/bm6hd6pzriielb62blgot/Mesa_Centro_ROUND_des_2D_Folio.jpg?rlkey=98bytd8swj1zdraifj69wsyks&dl=0,https://3dwarehouse.sketchup.com/model/69763a2b-4d0d-41f1-93b4-cfeb9bc2ac76/Mesa-de-Centro-Round
Home Office Tray,Lab,Home,"160x070X081 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O home office Tray conta com um design contemporâneo, marcado por linhas retas minimalistas","O home office Tray conta com um design contemporâneo, marcado por linhas retas minimalistas. A peça apresenta um tampo delgado sustentado por estrutura metálica leve, com cantos suavemente arredondados que conferem fluidez ao conjunto. Do lado esquerdo, três nichos funcionais — incluindo uma prateleira inferior, uma grade metálica e uma superfície superior — oferecem apoio para objetos e materiais de trabalho. À direita, uma bolsa em couro natural acomoda revistas ou papéis de forma prática e elegante. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2024/09/1-3-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/09/7-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/9-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/4-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/5-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/10-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/2-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/1-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/3-2-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/dd487178-c2e7-4964-ade6-e6b841744c11/Tray-Office
Mesa de Centro Techno Oblonga,Estúdio LL2 A partir de: R$21,Mesa de Centro,"180x060x025 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Techno possui um design contemporâneo, marcado por linhas retas minimalistas","A mesa de centro Techno possui um design contemporâneo, marcado por linhas retas minimalistas. Com tampo ovalado em aço carbono, destaca-se pela leveza visual mesmo com o uso de materiais robustos. Sua estrutura conta com duas bases laterais planas, posicionadas em ângulo, que oferecem estabilidade e um visual arquitetônico. O conjunto resulta em uma peça de presença forte e silenciosa, que se integra com naturalidade a diferentes composições de ambientes. Disponível em múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2024/01/1-6-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/01/11-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/9-5.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/10-4.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/2-8-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/3-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/4-3-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/03d9fc58-b6c9-4146-b099-c2104343477a/Mesa-de-Centro-Techno-Oblonga
Mesa Lateral Ian,Folio A partir de: R$8,Mesa Lateral,"032Øx058H *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A Ian é uma mesa lateral de linhas simples e modernas, produzida em aço carbono com acabamento primoroso","A Ian é uma mesa lateral de linhas simples e modernas, produzida em aço carbono com acabamento primoroso. Seu tampo espelhado reflete leveza e cria um charme discreto no ambiente, enquanto a borda alta e o detalhe em divisória dão personalidade ao design. Perfeita para compor salas contemporâneas com funcionalidade.",https://folioliving.com.br/assets/uploads/2024/01/1-12-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/01/1-13-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/2-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/4-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/5-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/6-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/3-4-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/c1b87427-4225-4374-b0af-6183e85d282d/Mesa-Lateral-Ian
Mesa de Centro Arena,Folio A partir de: R$11,Mesa de Centro,"140x080x030 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Arena apresenta um design contemporâneo, marcado por linhas limpas e formas orgânicas","A mesa de centro Arena apresenta um design contemporâneo, marcado por linhas limpas e formas orgânicas. Seu tampo irregular suavemente arredondado repousa sobre uma base cônica que amplia a percepção de estabilidade e escultura. A geometria assimétrica do tampo confere leveza visual e um caráter fluido à peça, enquanto a base sólida oferece suporte discreto, criando um jogo de proporções refinado e equilibrado. A Arena é personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2024/08/1-19-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/08/14-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/16-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/8-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/15-1-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/85d43e63-3028-497c-9ca8-18f7d9da2a12/Mesa-de-Centro-Arena
Banqueta Wave,Folio A partir de: R$4,Banqueta,"037X041X065 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A banqueta Wave conta com um design contemporâneo, marcado por linhas orgânicas e traços minimalistas","A banqueta Wave conta com um design contemporâneo, marcado por linhas orgânicas e traços minimalistas. Seu assento curvo e esculpido oferece conforto e ergonomia, enquanto a estrutura em madeira maciça revela precisão técnica e acabamento sofisticado. Com visual leve e atemporal, é uma peça versátil que pode ser facilmente integrada a diversos ambientes. Personalizável em diferentes acabamentos.",https://folioliving.com.br/assets/uploads/2024/08/capa-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/08/10-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/11-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/13-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/12-3-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/fda29aa1-1720-47e1-9cee-9977040f93c9/Banqueta-Wave
Sofá Minimal,Folio A partir de: R$22,Sofá,"310X108X062x240 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição 2933O sofá Minimal é modular e conta com um design contemporâneo, marcado por linhas retas minimalistas","2933O sofá Minimal é modular e conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui assentos largos, profundos e bem estofados, proporcionando alto nível de conforto. As almofadas de encosto são soltas, generosas em tamanho e posicionadas para oferecer suporte ergonômico e um visual acolhedor. Sua estrutura apresenta braços retos e discretos, enquanto a base com pés baixos e quase invisíveis confere leveza e continuidade ao conjunto. Entre seus detalhes de destaque, as costuras aparentes reforçam a geometria e a estrutura dos módulos, trazendo uma leitura sofisticada e artesanal ao desenho.. Esse acabamento sutil cria uma moldura visual que valoriza o tecido e realça a pureza das formas. Com módulos versáteis, o Minimal pode ser configurado de diversas formas, adaptando-se facilmente a diferentes espaços e necessidades — seja como um espaço de convivência social ou de relaxamento prolongado. É personalizável em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/1-161-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/12-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/6-48-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/5-44-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/9-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/13-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-79-scaled.jpg""]",https://www.dropbox.com/scl/fi/s26vd82uwh5z8bbrsd18p/T2M_Mapa_Minimal_R01.pdf?rlkey=6tqyexvroer4dfzguxsmuyx9z&dl=0,https://3dwarehouse.sketchup.com/model/384eb7dd-1537-4aef-a85d-e3d41a5ffd62/Sof%C3%A1-Minimal-M%C3%B3dulo-Especial
Poltrona Hit,Folio A partir de: R$7,Poltrona,"063x070x086 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A poltrona Hit aposta em um desenho essencial e volumetrias puras para oferecer conforto e versatilidade com estética minimalista","A poltrona Hit aposta em um desenho essencial e volumetrias puras para oferecer conforto e versatilidade com estética minimalista. Com linhas retas e proporções bem definidas, a peça apresenta encosto e assento integrados em uma estrutura única, de perfil compacto e visual sólido. Seu estofamento uniforme com cantos suavemente arredondados proporciona uma presença acolhedora e contemporânea. Sem braços e com base discretamente embutida, a Hit se destaca como uma peça ideal tanto para composições individuais quanto para sistemas em série, como lounges, recepções ou ambientes residenciais descontraídos. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2024/08/1-2-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/08/8-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/2-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/5-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/4-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/9-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/1-3-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/9364405a-fa24-45ad-b3bf-5f16c9dc628b/Poltrona-Hit
Sofá Zenko,Folio A partir de: R$20,Sofá,"270X100X058x200 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O sofá Zenko é modular e conta com um design contemporâneo, marcado por linhas retas minimalistas","O sofá Zenko é modular e conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui assentos largos, profundos e bem estofados, proporcionando alto nível de conforto. As almofadas de encosto são soltas, generosas em tamanho e posicionadas para oferecer suporte ergonômico e um visual acolhedor. Sua estrutura conta com braços retos e discretos, enquanto a base com pés baixos e quase invisíveis confere um visual leve e contínuo ao conjunto. Por ser modular, o Zenko pode ser configurado de diversas formas, adaptando-se com facilidade a diferentes espaços e necessidades, unindo funcionalidade com elegância atemporal. Personalizável em diversos acabamentos e cores.",https://folioliving.com.br/assets/uploads/2022/05/1-90-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/2-70-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/3-61-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/4-50-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/9-3-scaled.jpg""]",https://www.dropbox.com/scl/fo/qopmqc2m2ur083kjdpuw7/AE0i3a10Yz8SKpDL7x3RgYE?rlkey=jrct662kow03a2y6z91r80sm1&st=lp3xhlc9&dl=0,https://3dwarehouse.sketchup.com/model/29bce1b6-6806-4a54-9b4c-e192e8c33965/Sof%C3%A1-Zenko-Folio
Estante Tray,Lab,Estante,"130x050x190 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A estante Tray conta com um design contemporâneo, marcado por linhas retas minimalistas","A estante Tray conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui prateleiras amplas, levemente rebaixadas nas bordas, que se assemelham a bandejas — daí seu nome. A estrutura em tubos metálicos delimita cada plano de forma delicada e contínua, com cantos suavemente arredondados que garantem leveza visual e rigidez estrutural. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/06/1-110-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/9-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/6-41-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/8-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/1-111-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/2-44-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/3-41-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/7-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/5-40-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/0a952a4b-6537-4461-9e10-fa68a1863e12/Tray-Estante
Mesa Lateral Carry On,P3 Design A partir de: R$6,Mesa Lateral,"030Øx043h *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Carry On conta com um design contemporâneo, marcado por linhas retas minimalistas","A mesa lateral Carry On conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui tampo circular com borda elevada, proporcionando praticidade no uso e um visual leve. Um detalhe funcional no centro do tampo — uma alça discreta — facilita o transporte da peça. Sua estrutura conta com uma haste fina e base semiesférica, equilibrando delicadeza e estabilidade. Compacta e versátil, a Carry On se adapta com facilidade a diferentes espaços e necessidades, unindo funcionalidade com elegância atemporal. Personalizável em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2024/01/7-5.jpg,"[""https://folioliving.com.br/assets/uploads/2024/01/3-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/6-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/8-4.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/9-6.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/7-6.jpg"", ""https://folioliving.com.br/assets/uploads/2024/01/5-2-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/04ee49c4-a3d3-4559-9557-ebdfcb5670d9/Mesa-Lateral-Carry-On
Carrinho Trolley I,Lab,Carrinho,"090x045x073 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O carrinho bar Tray apresenta um design contemporâneo, marcado por linhas retas minimalistas","O carrinho bar Tray apresenta um design contemporâneo, marcado por linhas retas minimalistas. Sua estrutura leve e funcional acomoda duas bandejas horizontais que oferecem amplo espaço para apoiar bebidas, objetos decorativos ou utensílios. A composição entre metal e madeira cria um contraste elegante, que equilibra racionalidade e calor visual. Com rodízios discretos e um puxador curvo que se destaca como assinatura do desenho, o Tray é prático, versátil e fácil de movimentar, adaptando-se com fluidez a diferentes ambientes – da sala de estar à área gourmet. É uma peça que alia funcionalidade e elegância atemporal, disponível em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/06/9-13.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/11-5.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/1-125.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/10-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/12-1.jpg""]",,https://3dwarehouse.sketchup.com/model/6f2b46dd-7bc1-4893-98a3-98f542cb0d35/Carro-Bar-Trolley
Buffet Orleans,Folio A partir de: R$29,Buffet,"200X045X070 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O buffet Orleans apresenta um design contemporâneo de linhas retas e proporções bem definidas, com uma estética que une leveza e sofisticação","O buffet Orleans apresenta um design contemporâneo de linhas retas e proporções bem definidas, com uma estética que une leveza e sofisticação. Seus volumes puros se equilibram sobre uma base metálica esguia, proporcionando um visual aéreo e elegante. Com duas portas e duas gavetas centrais embutidas, a peça oferece excelente capacidade de armazenamento sem abrir mão da simplicidade formal. Ideal para salas de estar, jantar ou ambientes corporativos. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2022/05/18.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/3-64-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/5-29-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/19-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/20-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/13-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/11-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/1-111-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/7-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/16.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/17.jpg""]",,https://3dwarehouse.sketchup.com/model/c9e1faf8-e986-402e-abbf-79d0f1cf3a4d/Buffet-Orleans
Cadeira Minima,Flipê Arquitetura + Nati Minas & Studio Com braço a partir de: R$3,Cadeira,"047x049x080 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A cadeira Mínima conta com um design contemporâneo, marcado por linhas retas minimalistas","A cadeira Mínima conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui assento bem estofado e encosto compacto, ambos estofados para garantir conforto ao sentar. Seu desenho aposta na simplicidade e leveza visual, com estrutura delgada em metal que garante resistência sem perder a elegância. Com proporções enxutas e traços precisos, adapta-se com facilidade a diferentes espaços, de salas de jantar a ambientes corporativos, compondo de forma discreta e sofisticada. Disponível em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2023/06/1-107-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/11-4.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/3-40-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/1-108-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/8-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/7-8-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/9-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/10-8.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/5-46.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/12-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/13-6-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/0edcf16f-461d-4d5d-a01c-7ea0cbdb862e/Cadeira-Minima-Folio
Mesa de Jantar Glenn,Estúdio LL2 A partir de: R$27,Mesa de Jantar,"240x100x076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Glenn conta com um design contemporâneo, marcado por linhas retas minimalistas e proporções bem definidas","A mesa de jantar Glenn conta com um design contemporâneo, marcado por linhas retas minimalistas e proporções bem definidas. Seu tampo possui cantos suavemente arredondados que parecem flutuar sob a estrutura, criando um efeito visual leve e sofisticado. Os quatro pés cilíndricos posicionados nos extremos reforçam a simetria e a estabilidade da peça, enquanto os detalhes construtivos ficam parcialmente aparentes, adicionando um caráter técnico e elegante ao conjunto. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/11/7-1-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/11/11-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/9-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/7-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/8-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/10.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/12-2.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/13-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/14-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/15-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/16-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/17-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/11/18-2-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/b5b2b8cb-6863-465f-b272-db5608a69b43/Mesa-de-jantar-Glenn
Mesa de Centro Gal,Estúdio LL2 A partir de: R$17,Mesa de Centro,"213x110x030 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Gal é marcada por um design contemporâneo e minimalista, com linhas orgânicas e proporções generosas","A mesa de centro Gal é marcada por um design contemporâneo e minimalista, com linhas orgânicas e proporções generosas. Seu tampo assimétrico em madeira repousa sobre uma base robusta em pintura preta fosca, criando um contraste elegante entre materialidade e forma. O desenho fluido da superfície dialoga com a base curva, resultando em uma peça escultórica e funcional. Disponível em diferentes tamanhos e alturas, a Gal pode ser utilizada individualmente ou em composição, adaptando-se com naturalidade a variados ambientes.",https://folioliving.com.br/assets/uploads/2023/12/1-12-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/12/6-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/10-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/2-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/5-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/7-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/3-5-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/53b2ad71-6a74-4349-b699-2b563ff42549/Mesa-de-Centro-Gal
Mesa Lateral Mia,Estúdio LL2 A partir de: R$6,Mesa Lateral,"032Øx053H *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Mia conta com um design contemporâneo, marcado por linhas retas minimalistas","A mesa lateral Mia conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui tampo redondo com uma borda elevada e uma abertura assimétrica, que confere caráter funcional e visual dinâmico à peça. A base é formada por duas chapas cruzadas que se encontram em um eixo central, garantindo estabilidade e leveza ao conjunto. A estrutura de pés discretos reforça a sensação de continuidade e leveza no design. Disponível em dois tamanhos e múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2023/12/1-4-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/12/15-6.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/6-16-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/4-17-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/3-15-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/14-5.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/16-3.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/1-33-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/13-5.jpg""]",,https://3dwarehouse.sketchup.com/model/48c02ed4-97dd-408c-bc8a-a93c81e663bd/Mesa-lateral-Mia-Folio
Mesa de Centro Elo,Estúdio LL2 A partir de: R$21,Mesa de Centro,"100Øx027h *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Elo apresenta um design contemporâneo e minimalista, com formas circulares bem definidas e estrutura esbelta","A mesa de centro Elo apresenta um design contemporâneo e minimalista, com formas circulares bem definidas e estrutura esbelta. Seu tampo em pedra repousa sobre uma base metálica delicada, composta por hastes finas e um aro contínuo que envolve a peça, criando um efeito visual de leveza e precisão geométrica. A estrutura aparente em aço carbono contrasta com a textura natural do tampo, revelando uma combinação sofisticada entre matéria bruta e traço refinado. A mesa Elo pode ser personalizada em diferentes alturas, diâmetros e acabamentos, adaptando-se com versatilidade a diversos ambientes e propostas estéticas.",https://folioliving.com.br/assets/uploads/2023/12/1-9-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/12/1-10-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/2-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/3-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/4-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/6-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/5-11-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/3a3ce914-ee65-4637-bf68-8d8645d8e7f0/Mesa-Lateral-Elo
